,Aesthetics,Agnosticism,Analytic philosophy,Anarchism,Anarchy,Animism,Asceticism,Atheism,Authoritarianism,Baptism,Baptists,Behaviorism,Capitalism,Categorical imperative,Communism,Confucianism,Consequentialism,Conservatism,Continental philosophy,Critical theory,Cynicism (philosophy),Deconstruction,Deism,Determinism,Dialectic,Dialectical materialism,Ecumenism,Egalitarianism,Empiricism,Epistemology,Ethics,Existentialism,Fascism,Fatalism,Feminist philosophy,Free will,Fundamentalism,Gnosticism,Hedonism,Henotheism,Hermeticism,Historical materialism,Holism,Idealism,Individualism,Jainism,Juche,Kabbalah,Leninism,Liberalism,Libertarianism,Logic,Logical positivism,Luddite,Manichaeism,Maoism,Marxism,Materialism,Medieval philosophy,Metaphysics,Monism,Mysticism,Nazism,Neoliberalism,Neoplatonism,New Age,Nihilism,Ontology,Paganism,Pantheism,Personalism,Phenomenology (philosophy),Philosophical realism,Philosophy of language,Philosophy of law,Philosophy of mind,Philosophy of religion,Philosophy of science,Platonism,Political philosophy,Populism,Positivism,Post-structuralism,Rastafari,Rationalism,Reductionism,Relativism,Romanticism,Satanism,Scholasticism,Scientism,Shamanism,Sikhism,Socialism,Socrates,Stoicism,Structuralism,Taoism,Teleology,Theism,Theology,Thomism,Transhumanism,Utilitarianism,Vienna Circle,Vitalism,Zen,Zoroastrianism
2021032200,60.0,53.0,7.0,63.0,51.0,13.0,18.0,86.0,15.0,11.0,19.0,52.0,119.0,52.0,136.0,14.0,13.0,105.0,9.0,8.0,11.0,4.0,27.0,28.0,38.0,6.0,28.0,15.0,20.0,7.0,58.0,148.0,157.0,8.0,5.0,16.0,14.0,18.0,51.0,3.0,7.0,4.0,49.0,29.0,9.0,9.0,4.0,20.0,9.0,126.0,26.0,19.0,10.0,8.0,11.0,21.0,43.0,27.0,6.0,39.0,10.0,11.0,179.0,44.0,2.0,23.0,47.0,47.0,20.0,14.0,8.0,29.0,21.0,1.0,5.0,15.0,6.0,6.0,8.0,10.0,69.0,8.0,35.0,14.0,33.0,6.0,28.0,183.0,40.0,10.0,0.0,9.0,16.0,117.0,59.0,65.0,11.0,24.0,9.0,19.0,20.0,2.0,10.0,42.0,5.0,26.0,23.0,15.0
2021032300,48.0,44.0,8.0,73.0,56.0,15.0,22.0,60.0,19.0,20.0,40.0,50.0,132.0,24.0,177.0,19.0,13.0,199.0,7.0,8.0,6.0,1.0,21.0,28.0,45.0,13.0,9.0,18.0,15.0,5.0,63.0,143.0,222.0,9.0,3.0,25.0,18.0,13.0,37.0,2.0,3.0,6.0,50.0,25.0,16.0,13.0,11.0,18.0,16.0,669.0,29.0,20.0,9.0,5.0,7.0,12.0,54.0,16.0,3.0,35.0,7.0,9.0,183.0,81.0,11.0,27.0,54.0,43.0,24.0,14.0,6.0,27.0,14.0,5.0,3.0,10.0,0.0,15.0,4.0,4.0,53.0,12.0,32.0,23.0,57.0,8.0,15.0,130.0,35.0,16.0,2.0,13.0,36.0,154.0,62.0,71.0,20.0,27.0,5.0,14.0,20.0,4.0,8.0,27.0,3.0,169.0,15.0,28.0
2021032400,56.0,48.0,7.0,57.0,52.0,12.0,15.0,73.0,19.0,33.0,30.0,55.0,151.0,25.0,168.0,22.0,5.0,117.0,7.0,3.0,15.0,12.0,22.0,27.0,38.0,8.0,8.0,12.0,22.0,3.0,73.0,114.0,161.0,11.0,4.0,22.0,9.0,10.0,38.0,3.0,5.0,2.0,48.0,17.0,20.0,14.0,14.0,10.0,4.0,275.0,32.0,17.0,10.0,10.0,5.0,12.0,60.0,15.0,1.0,51.0,2.0,6.0,177.0,55.0,5.0,18.0,65.0,50.0,31.0,13.0,1.0,22.0,10.0,8.0,3.0,20.0,3.0,4.0,6.0,8.0,54.0,7.0,27.0,16.0,20.0,10.0,21.0,161.0,31.0,23.0,7.0,14.0,25.0,146.0,78.0,68.0,9.0,32.0,6.0,16.0,19.0,3.0,14.0,47.0,7.0,63.0,22.0,16.0
2021032500,45.0,43.0,4.0,56.0,41.0,8.0,14.0,36.0,8.0,30.0,26.0,49.0,108.0,32.0,138.0,28.0,6.0,86.0,8.0,4.0,13.0,7.0,18.0,21.0,34.0,14.0,6.0,21.0,19.0,7.0,61.0,131.0,168.0,27.0,3.0,23.0,14.0,15.0,17.0,4.0,3.0,2.0,57.0,16.0,12.0,10.0,8.0,11.0,8.0,149.0,29.0,32.0,17.0,6.0,7.0,17.0,44.0,17.0,5.0,29.0,9.0,4.0,150.0,47.0,7.0,8.0,66.0,39.0,15.0,13.0,4.0,21.0,9.0,6.0,4.0,11.0,8.0,8.0,18.0,5.0,70.0,16.0,11.0,14.0,11.0,15.0,20.0,187.0,46.0,11.0,3.0,12.0,40.0,140.0,83.0,102.0,10.0,40.0,4.0,8.0,14.0,0.0,9.0,32.0,0.0,10.0,13.0,18.0
2021032600,37.0,61.0,9.0,63.0,23.0,9.0,18.0,63.0,9.0,19.0,29.0,27.0,58.0,22.0,113.0,9.0,9.0,87.0,8.0,4.0,7.0,5.0,44.0,13.0,30.0,9.0,3.0,8.0,15.0,5.0,40.0,91.0,187.0,7.0,2.0,19.0,18.0,17.0,46.0,2.0,3.0,5.0,44.0,19.0,19.0,4.0,13.0,12.0,9.0,132.0,23.0,29.0,12.0,6.0,10.0,9.0,48.0,12.0,2.0,31.0,4.0,4.0,179.0,35.0,5.0,8.0,60.0,32.0,18.0,29.0,3.0,22.0,11.0,2.0,2.0,11.0,2.0,13.0,2.0,3.0,67.0,7.0,14.0,20.0,24.0,6.0,17.0,190.0,30.0,10.0,0.0,11.0,37.0,124.0,102.0,91.0,7.0,21.0,5.0,11.0,15.0,1.0,2.0,22.0,7.0,8.0,13.0,22.0
2021032700,21.0,47.0,3.0,43.0,29.0,7.0,12.0,51.0,9.0,14.0,30.0,7.0,34.0,12.0,66.0,10.0,8.0,69.0,5.0,5.0,4.0,2.0,24.0,16.0,11.0,3.0,8.0,8.0,12.0,4.0,26.0,50.0,109.0,11.0,5.0,9.0,9.0,31.0,36.0,1.0,2.0,5.0,42.0,17.0,13.0,8.0,9.0,11.0,5.0,106.0,15.0,18.0,5.0,2.0,10.0,8.0,23.0,11.0,3.0,26.0,4.0,10.0,90.0,36.0,3.0,9.0,35.0,27.0,17.0,12.0,3.0,16.0,5.0,2.0,3.0,1.0,0.0,5.0,2.0,10.0,21.0,8.0,16.0,21.0,8.0,7.0,11.0,41.0,36.0,10.0,4.0,22.0,25.0,68.0,51.0,72.0,10.0,17.0,3.0,13.0,13.0,3.0,1.0,9.0,1.0,4.0,10.0,21.0
2021032800,24.0,53.0,2.0,58.0,28.0,5.0,15.0,54.0,8.0,16.0,54.0,22.0,59.0,14.0,91.0,10.0,2.0,55.0,6.0,5.0,9.0,4.0,10.0,14.0,20.0,4.0,7.0,9.0,9.0,10.0,19.0,45.0,129.0,11.0,3.0,9.0,6.0,20.0,73.0,1.0,8.0,7.0,29.0,9.0,14.0,8.0,12.0,22.0,3.0,113.0,17.0,15.0,11.0,8.0,11.0,8.0,36.0,14.0,4.0,34.0,5.0,6.0,78.0,24.0,2.0,16.0,57.0,33.0,18.0,15.0,2.0,20.0,3.0,5.0,2.0,8.0,3.0,7.0,4.0,8.0,30.0,9.0,11.0,23.0,7.0,10.0,13.0,65.0,19.0,8.0,2.0,17.0,19.0,67.0,54.0,87.0,8.0,30.0,10.0,7.0,10.0,2.0,0.0,18.0,3.0,4.0,22.0,12.0
2021032900,32.0,48.0,6.0,37.0,31.0,16.0,6.0,37.0,6.0,16.0,27.0,27.0,57.0,15.0,57.0,12.0,11.0,48.0,1.0,2.0,10.0,7.0,4.0,14.0,27.0,10.0,8.0,13.0,24.0,5.0,33.0,62.0,127.0,11.0,2.0,17.0,7.0,24.0,30.0,3.0,8.0,7.0,44.0,12.0,10.0,6.0,9.0,15.0,6.0,65.0,23.0,17.0,12.0,7.0,5.0,16.0,30.0,20.0,4.0,32.0,4.0,5.0,83.0,12.0,5.0,3.0,47.0,23.0,18.0,12.0,1.0,27.0,14.0,6.0,4.0,7.0,7.0,11.0,4.0,6.0,57.0,7.0,20.0,20.0,18.0,7.0,7.0,50.0,48.0,11.0,2.0,18.0,26.0,53.0,46.0,63.0,7.0,29.0,9.0,8.0,27.0,1.0,9.0,20.0,1.0,6.0,17.0,21.0
2021033000,19.0,41.0,2.0,27.0,37.0,6.0,6.0,39.0,10.0,15.0,21.0,36.0,48.0,11.0,66.0,13.0,6.0,41.0,1.0,2.0,6.0,2.0,14.0,6.0,20.0,12.0,7.0,13.0,12.0,6.0,28.0,46.0,95.0,6.0,1.0,19.0,8.0,20.0,20.0,3.0,6.0,9.0,33.0,14.0,12.0,8.0,24.0,5.0,4.0,62.0,13.0,9.0,9.0,6.0,8.0,6.0,29.0,10.0,3.0,27.0,8.0,4.0,66.0,26.0,6.0,9.0,46.0,22.0,15.0,12.0,5.0,22.0,3.0,1.0,3.0,3.0,2.0,14.0,3.0,5.0,22.0,7.0,14.0,8.0,10.0,4.0,7.0,43.0,46.0,22.0,3.0,10.0,23.0,52.0,48.0,73.0,12.0,23.0,8.0,10.0,5.0,2.0,3.0,15.0,0.0,2.0,6.0,26.0
2021033100,33.0,46.0,2.0,38.0,21.0,10.0,11.0,51.0,8.0,14.0,17.0,15.0,50.0,9.0,59.0,10.0,5.0,32.0,3.0,5.0,10.0,2.0,9.0,10.0,25.0,3.0,7.0,7.0,9.0,1.0,25.0,23.0,139.0,8.0,1.0,15.0,4.0,17.0,25.0,1.0,1.0,3.0,17.0,12.0,7.0,5.0,7.0,8.0,3.0,58.0,6.0,13.0,9.0,2.0,9.0,8.0,30.0,12.0,2.0,23.0,4.0,5.0,76.0,20.0,3.0,4.0,35.0,19.0,15.0,16.0,1.0,15.0,5.0,3.0,3.0,7.0,1.0,5.0,5.0,2.0,12.0,2.0,25.0,16.0,16.0,5.0,4.0,45.0,43.0,13.0,5.0,7.0,13.0,51.0,31.0,66.0,11.0,16.0,3.0,5.0,12.0,4.0,1.0,22.0,2.0,6.0,11.0,21.0
2021040100,30.0,67.0,1.0,45.0,23.0,6.0,11.0,35.0,5.0,23.0,30.0,71.0,55.0,9.0,71.0,13.0,8.0,34.0,4.0,2.0,6.0,3.0,11.0,7.0,12.0,10.0,11.0,8.0,22.0,1.0,32.0,24.0,139.0,9.0,2.0,14.0,6.0,17.0,19.0,2.0,3.0,2.0,32.0,10.0,7.0,15.0,5.0,20.0,3.0,96.0,18.0,19.0,12.0,6.0,17.0,10.0,24.0,13.0,4.0,32.0,7.0,2.0,73.0,21.0,4.0,12.0,56.0,18.0,29.0,17.0,4.0,36.0,9.0,3.0,2.0,2.0,2.0,9.0,6.0,4.0,20.0,8.0,20.0,25.0,8.0,6.0,10.0,39.0,28.0,11.0,2.0,11.0,16.0,48.0,40.0,86.0,7.0,17.0,7.0,8.0,24.0,1.0,3.0,21.0,1.0,9.0,13.0,20.0
2021040200,21.0,67.0,1.0,50.0,69.0,13.0,17.0,56.0,9.0,14.0,22.0,17.0,40.0,9.0,60.0,19.0,3.0,35.0,2.0,0.0,4.0,5.0,11.0,10.0,23.0,3.0,2.0,15.0,24.0,4.0,25.0,49.0,114.0,10.0,1.0,10.0,8.0,27.0,25.0,5.0,5.0,6.0,25.0,12.0,5.0,10.0,9.0,15.0,4.0,93.0,15.0,17.0,18.0,4.0,3.0,9.0,29.0,22.0,2.0,38.0,3.0,15.0,83.0,17.0,5.0,15.0,51.0,27.0,40.0,16.0,2.0,22.0,6.0,3.0,5.0,5.0,3.0,4.0,5.0,8.0,20.0,8.0,18.0,22.0,12.0,3.0,6.0,42.0,31.0,10.0,6.0,12.0,16.0,49.0,31.0,74.0,6.0,25.0,7.0,12.0,14.0,2.0,4.0,18.0,2.0,5.0,5.0,30.0
2021040300,25.0,48.0,3.0,43.0,40.0,8.0,10.0,57.0,1.0,10.0,20.0,18.0,57.0,14.0,59.0,11.0,3.0,26.0,4.0,1.0,3.0,5.0,10.0,4.0,19.0,4.0,7.0,14.0,13.0,4.0,26.0,36.0,114.0,1.0,6.0,7.0,5.0,14.0,41.0,2.0,8.0,7.0,29.0,30.0,6.0,5.0,12.0,7.0,1.0,70.0,16.0,22.0,8.0,3.0,4.0,3.0,19.0,11.0,3.0,21.0,8.0,7.0,75.0,16.0,5.0,11.0,50.0,23.0,12.0,15.0,1.0,18.0,8.0,4.0,4.0,7.0,1.0,7.0,1.0,8.0,24.0,4.0,5.0,20.0,9.0,2.0,11.0,29.0,33.0,12.0,4.0,11.0,19.0,43.0,60.0,54.0,3.0,25.0,5.0,5.0,14.0,1.0,5.0,6.0,5.0,2.0,11.0,24.0
2021040400,19.0,72.0,2.0,41.0,50.0,9.0,11.0,63.0,10.0,21.0,33.0,23.0,49.0,12.0,80.0,10.0,10.0,37.0,1.0,3.0,10.0,1.0,13.0,11.0,16.0,6.0,11.0,6.0,17.0,3.0,38.0,47.0,146.0,6.0,6.0,4.0,10.0,25.0,31.0,2.0,3.0,6.0,28.0,11.0,0.0,15.0,6.0,16.0,9.0,54.0,15.0,23.0,8.0,3.0,6.0,21.0,32.0,21.0,4.0,33.0,6.0,8.0,74.0,34.0,6.0,9.0,61.0,24.0,23.0,10.0,6.0,17.0,5.0,3.0,4.0,9.0,5.0,6.0,1.0,6.0,35.0,5.0,13.0,22.0,10.0,3.0,10.0,38.0,49.0,9.0,2.0,14.0,22.0,36.0,62.0,71.0,4.0,35.0,3.0,9.0,22.0,2.0,13.0,19.0,3.0,7.0,6.0,21.0
2021040500,28.0,58.0,3.0,49.0,36.0,11.0,11.0,51.0,4.0,13.0,36.0,23.0,70.0,22.0,97.0,15.0,11.0,32.0,9.0,2.0,7.0,6.0,6.0,11.0,24.0,7.0,11.0,7.0,19.0,4.0,33.0,82.0,173.0,7.0,2.0,15.0,7.0,22.0,71.0,3.0,3.0,6.0,43.0,10.0,4.0,4.0,5.0,18.0,9.0,96.0,11.0,13.0,9.0,3.0,8.0,14.0,46.0,18.0,4.0,22.0,10.0,6.0,89.0,47.0,4.0,14.0,68.0,40.0,35.0,10.0,4.0,31.0,7.0,5.0,4.0,11.0,3.0,5.0,9.0,4.0,30.0,7.0,21.0,17.0,16.0,13.0,14.0,66.0,35.0,10.0,4.0,9.0,14.0,83.0,68.0,95.0,8.0,31.0,6.0,12.0,13.0,3.0,7.0,18.0,2.0,3.0,20.0,16.0
2021040600,37.0,44.0,1.0,79.0,64.0,6.0,18.0,58.0,10.0,18.0,39.0,52.0,70.0,21.0,127.0,15.0,11.0,90.0,2.0,4.0,11.0,7.0,9.0,32.0,22.0,16.0,6.0,8.0,17.0,6.0,48.0,145.0,166.0,7.0,1.0,18.0,11.0,17.0,36.0,2.0,3.0,3.0,49.0,19.0,12.0,12.0,13.0,17.0,6.0,166.0,21.0,24.0,10.0,3.0,3.0,15.0,42.0,16.0,0.0,29.0,9.0,13.0,147.0,47.0,4.0,16.0,49.0,45.0,16.0,25.0,4.0,35.0,13.0,2.0,4.0,10.0,1.0,9.0,8.0,11.0,40.0,14.0,19.0,17.0,21.0,14.0,10.0,228.0,50.0,17.0,1.0,17.0,28.0,102.0,98.0,109.0,17.0,25.0,6.0,15.0,21.0,0.0,3.0,35.0,3.0,14.0,19.0,19.0
2021040700,31.0,49.0,1.0,84.0,59.0,10.0,17.0,56.0,13.0,8.0,23.0,36.0,79.0,31.0,144.0,23.0,5.0,72.0,7.0,3.0,8.0,6.0,20.0,23.0,35.0,13.0,9.0,1.0,30.0,3.0,56.0,99.0,155.0,8.0,0.0,28.0,24.0,29.0,41.0,5.0,3.0,20.0,43.0,16.0,8.0,2.0,10.0,13.0,6.0,124.0,11.0,14.0,16.0,2.0,10.0,17.0,57.0,26.0,7.0,47.0,10.0,4.0,145.0,45.0,4.0,35.0,54.0,48.0,34.0,15.0,4.0,30.0,15.0,2.0,3.0,14.0,3.0,8.0,9.0,6.0,64.0,10.0,27.0,15.0,25.0,12.0,10.0,225.0,55.0,12.0,1.0,21.0,22.0,165.0,141.0,98.0,19.0,33.0,9.0,19.0,22.0,2.0,13.0,26.0,5.0,6.0,15.0,28.0
2021040800,32.0,50.0,2.0,95.0,52.0,8.0,16.0,57.0,13.0,16.0,30.0,45.0,61.0,21.0,133.0,20.0,14.0,84.0,2.0,3.0,14.0,7.0,22.0,23.0,33.0,8.0,6.0,14.0,18.0,8.0,65.0,131.0,188.0,11.0,0.0,21.0,15.0,19.0,29.0,3.0,10.0,6.0,49.0,19.0,8.0,5.0,7.0,9.0,5.0,164.0,10.0,25.0,11.0,8.0,8.0,14.0,54.0,18.0,3.0,35.0,2.0,15.0,175.0,56.0,3.0,15.0,72.0,37.0,25.0,14.0,6.0,30.0,10.0,5.0,3.0,11.0,1.0,2.0,6.0,7.0,62.0,9.0,22.0,21.0,15.0,13.0,12.0,206.0,37.0,7.0,3.0,25.0,23.0,127.0,126.0,88.0,16.0,41.0,9.0,14.0,22.0,4.0,8.0,25.0,3.0,8.0,10.0,20.0
2021040900,35.0,52.0,2.0,84.0,53.0,10.0,19.0,64.0,8.0,23.0,39.0,37.0,101.0,19.0,143.0,23.0,9.0,81.0,3.0,2.0,18.0,3.0,10.0,18.0,15.0,11.0,8.0,8.0,12.0,6.0,69.0,112.0,206.0,10.0,4.0,32.0,18.0,19.0,26.0,1.0,2.0,9.0,48.0,20.0,12.0,12.0,7.0,7.0,7.0,143.0,19.0,14.0,18.0,3.0,5.0,15.0,43.0,14.0,0.0,33.0,3.0,7.0,186.0,62.0,10.0,18.0,44.0,38.0,31.0,19.0,2.0,33.0,22.0,6.0,1.0,7.0,0.0,6.0,7.0,6.0,58.0,6.0,16.0,22.0,14.0,3.0,14.0,192.0,48.0,11.0,2.0,12.0,37.0,156.0,72.0,76.0,13.0,31.0,9.0,3.0,18.0,1.0,6.0,10.0,2.0,7.0,16.0,20.0
2021041000,38.0,67.0,6.0,31.0,28.0,7.0,13.0,46.0,3.0,25.0,26.0,23.0,39.0,16.0,75.0,7.0,8.0,33.0,5.0,2.0,3.0,3.0,21.0,18.0,15.0,2.0,7.0,5.0,12.0,9.0,30.0,51.0,129.0,12.0,1.0,16.0,8.0,22.0,29.0,2.0,3.0,5.0,37.0,13.0,4.0,10.0,5.0,8.0,11.0,67.0,12.0,22.0,9.0,2.0,4.0,11.0,16.0,9.0,4.0,28.0,9.0,11.0,87.0,34.0,3.0,10.0,43.0,15.0,21.0,24.0,6.0,17.0,4.0,1.0,3.0,12.0,0.0,3.0,6.0,4.0,29.0,2.0,13.0,11.0,11.0,4.0,16.0,65.0,22.0,4.0,1.0,14.0,21.0,55.0,48.0,51.0,4.0,19.0,5.0,6.0,12.0,0.0,3.0,14.0,2.0,7.0,13.0,23.0
2021041100,41.0,79.0,7.0,73.0,48.0,4.0,10.0,76.0,10.0,16.0,31.0,29.0,58.0,23.0,82.0,12.0,6.0,65.0,9.0,2.0,12.0,5.0,13.0,21.0,31.0,7.0,6.0,13.0,17.0,6.0,64.0,69.0,124.0,7.0,0.0,12.0,12.0,24.0,40.0,1.0,6.0,2.0,45.0,13.0,6.0,12.0,8.0,14.0,6.0,117.0,14.0,15.0,7.0,4.0,4.0,8.0,31.0,18.0,4.0,33.0,8.0,4.0,136.0,23.0,4.0,14.0,118.0,18.0,21.0,13.0,4.0,19.0,10.0,6.0,5.0,2.0,2.0,12.0,4.0,10.0,99.0,6.0,16.0,18.0,5.0,12.0,10.0,85.0,36.0,8.0,0.0,23.0,19.0,87.0,71.0,108.0,8.0,22.0,4.0,17.0,18.0,3.0,3.0,19.0,3.0,4.0,12.0,23.0
2021041200,38.0,74.0,9.0,65.0,54.0,11.0,17.0,58.0,11.0,21.0,23.0,53.0,105.0,23.0,172.0,31.0,10.0,85.0,11.0,4.0,16.0,5.0,13.0,25.0,24.0,7.0,6.0,7.0,17.0,2.0,105.0,157.0,181.0,16.0,2.0,13.0,23.0,26.0,32.0,3.0,10.0,8.0,53.0,10.0,12.0,10.0,9.0,13.0,5.0,141.0,14.0,18.0,16.0,6.0,8.0,11.0,72.0,18.0,1.0,33.0,8.0,6.0,179.0,57.0,8.0,26.0,66.0,52.0,31.0,14.0,1.0,29.0,23.0,11.0,4.0,13.0,3.0,9.0,12.0,7.0,61.0,15.0,12.0,20.0,13.0,10.0,13.0,217.0,60.0,20.0,3.0,16.0,35.0,141.0,109.0,122.0,15.0,38.0,10.0,6.0,21.0,4.0,9.0,25.0,3.0,5.0,20.0,16.0
2021041300,49.0,60.0,6.0,89.0,69.0,10.0,20.0,57.0,8.0,29.0,22.0,51.0,71.0,19.0,122.0,21.0,6.0,93.0,4.0,2.0,15.0,3.0,19.0,27.0,31.0,8.0,1.0,10.0,20.0,5.0,61.0,113.0,167.0,11.0,4.0,28.0,18.0,16.0,26.0,4.0,2.0,4.0,66.0,21.0,8.0,5.0,10.0,10.0,9.0,134.0,17.0,18.0,12.0,10.0,5.0,12.0,54.0,17.0,1.0,29.0,19.0,6.0,144.0,41.0,3.0,17.0,61.0,46.0,23.0,17.0,7.0,37.0,14.0,1.0,1.0,12.0,5.0,6.0,3.0,8.0,96.0,12.0,24.0,27.0,12.0,3.0,9.0,225.0,60.0,13.0,1.0,10.0,39.0,134.0,138.0,100.0,7.0,15.0,6.0,10.0,18.0,0.0,9.0,30.0,3.0,8.0,27.0,25.0
2021041400,52.0,62.0,4.0,74.0,46.0,10.0,15.0,64.0,15.0,19.0,30.0,44.0,81.0,24.0,150.0,14.0,18.0,73.0,6.0,3.0,14.0,9.0,14.0,24.0,34.0,7.0,7.0,8.0,17.0,3.0,74.0,118.0,185.0,6.0,3.0,14.0,19.0,19.0,27.0,1.0,4.0,6.0,58.0,14.0,11.0,9.0,8.0,15.0,14.0,126.0,14.0,24.0,17.0,4.0,11.0,16.0,45.0,31.0,3.0,26.0,3.0,6.0,157.0,39.0,9.0,19.0,67.0,32.0,25.0,20.0,16.0,31.0,8.0,5.0,6.0,5.0,4.0,7.0,7.0,6.0,82.0,6.0,33.0,19.0,10.0,7.0,17.0,192.0,63.0,11.0,3.0,10.0,44.0,140.0,118.0,137.0,10.0,35.0,4.0,8.0,25.0,0.0,9.0,19.0,6.0,7.0,21.0,23.0
2021041500,42.0,57.0,2.0,61.0,36.0,12.0,22.0,56.0,15.0,12.0,28.0,36.0,79.0,32.0,173.0,23.0,7.0,81.0,4.0,4.0,9.0,5.0,12.0,12.0,40.0,8.0,12.0,11.0,19.0,2.0,51.0,114.0,143.0,14.0,3.0,19.0,16.0,13.0,29.0,2.0,2.0,5.0,47.0,19.0,11.0,10.0,43.0,19.0,13.0,108.0,19.0,12.0,12.0,4.0,4.0,16.0,82.0,21.0,3.0,32.0,7.0,7.0,186.0,45.0,10.0,19.0,61.0,36.0,19.0,16.0,4.0,23.0,9.0,5.0,2.0,6.0,3.0,6.0,9.0,6.0,47.0,11.0,24.0,20.0,21.0,4.0,11.0,184.0,50.0,10.0,3.0,23.0,33.0,143.0,133.0,83.0,7.0,33.0,6.0,10.0,15.0,1.0,10.0,29.0,5.0,6.0,16.0,15.0
2021041600,45.0,65.0,4.0,77.0,52.0,6.0,18.0,44.0,9.0,20.0,18.0,32.0,86.0,16.0,121.0,11.0,8.0,70.0,3.0,1.0,16.0,5.0,16.0,11.0,21.0,4.0,5.0,14.0,11.0,7.0,58.0,125.0,124.0,8.0,2.0,18.0,20.0,19.0,35.0,1.0,5.0,1.0,54.0,14.0,8.0,6.0,6.0,13.0,8.0,112.0,11.0,23.0,6.0,9.0,8.0,10.0,186.0,11.0,4.0,26.0,5.0,3.0,129.0,20.0,4.0,14.0,70.0,41.0,19.0,18.0,2.0,31.0,11.0,2.0,4.0,3.0,1.0,9.0,3.0,7.0,54.0,8.0,33.0,20.0,21.0,11.0,13.0,140.0,63.0,13.0,4.0,14.0,20.0,103.0,102.0,109.0,5.0,26.0,10.0,11.0,15.0,3.0,4.0,14.0,5.0,10.0,15.0,18.0
2021041700,39.0,60.0,2.0,57.0,35.0,7.0,15.0,37.0,10.0,27.0,21.0,14.0,56.0,12.0,97.0,8.0,4.0,31.0,4.0,2.0,10.0,3.0,15.0,9.0,15.0,4.0,8.0,8.0,3.0,5.0,30.0,51.0,106.0,9.0,5.0,7.0,4.0,16.0,24.0,2.0,2.0,1.0,26.0,14.0,4.0,3.0,2.0,17.0,9.0,66.0,14.0,13.0,14.0,5.0,7.0,8.0,63.0,13.0,6.0,22.0,9.0,5.0,97.0,27.0,8.0,5.0,35.0,33.0,20.0,14.0,2.0,25.0,10.0,4.0,4.0,12.0,1.0,9.0,3.0,4.0,30.0,6.0,8.0,12.0,8.0,3.0,7.0,59.0,25.0,12.0,4.0,15.0,33.0,66.0,48.0,71.0,10.0,18.0,7.0,5.0,20.0,4.0,1.0,6.0,0.0,13.0,10.0,18.0
2021041800,39.0,66.0,6.0,50.0,33.0,10.0,14.0,46.0,5.0,21.0,29.0,28.0,77.0,22.0,81.0,11.0,6.0,41.0,3.0,1.0,11.0,8.0,19.0,15.0,82.0,5.0,15.0,8.0,15.0,6.0,37.0,62.0,136.0,14.0,4.0,15.0,8.0,18.0,28.0,4.0,4.0,4.0,50.0,5.0,11.0,17.0,10.0,9.0,4.0,90.0,15.0,16.0,12.0,3.0,4.0,7.0,38.0,28.0,5.0,29.0,5.0,7.0,73.0,34.0,6.0,17.0,52.0,27.0,20.0,13.0,1.0,17.0,11.0,4.0,5.0,4.0,7.0,10.0,10.0,7.0,43.0,14.0,15.0,11.0,12.0,12.0,11.0,95.0,35.0,8.0,4.0,7.0,169.0,63.0,46.0,77.0,10.0,25.0,7.0,8.0,15.0,3.0,9.0,18.0,0.0,3.0,8.0,27.0
2021041900,46.0,52.0,3.0,66.0,39.0,12.0,11.0,40.0,7.0,36.0,23.0,34.0,179.0,26.0,154.0,20.0,6.0,72.0,11.0,1.0,5.0,6.0,15.0,10.0,33.0,9.0,10.0,12.0,14.0,7.0,82.0,109.0,140.0,8.0,1.0,21.0,30.0,33.0,25.0,5.0,5.0,3.0,70.0,25.0,16.0,9.0,8.0,15.0,4.0,137.0,11.0,21.0,8.0,7.0,6.0,13.0,56.0,20.0,0.0,30.0,9.0,9.0,130.0,59.0,4.0,42.0,55.0,62.0,30.0,14.0,6.0,28.0,12.0,1.0,3.0,7.0,1.0,5.0,9.0,5.0,34.0,9.0,23.0,30.0,21.0,9.0,16.0,226.0,52.0,13.0,5.0,16.0,44.0,125.0,101.0,73.0,23.0,24.0,3.0,9.0,17.0,0.0,6.0,26.0,1.0,4.0,19.0,23.0
2021042000,35.0,39.0,5.0,55.0,48.0,8.0,13.0,50.0,15.0,15.0,27.0,38.0,120.0,30.0,123.0,24.0,11.0,55.0,4.0,4.0,12.0,3.0,12.0,22.0,18.0,6.0,4.0,10.0,16.0,3.0,50.0,122.0,208.0,14.0,6.0,13.0,19.0,18.0,34.0,6.0,7.0,2.0,67.0,24.0,8.0,16.0,15.0,12.0,11.0,95.0,22.0,13.0,19.0,7.0,9.0,4.0,60.0,19.0,2.0,27.0,7.0,5.0,123.0,54.0,10.0,14.0,42.0,45.0,20.0,22.0,2.0,43.0,15.0,4.0,3.0,7.0,3.0,5.0,6.0,6.0,38.0,9.0,23.0,19.0,15.0,14.0,12.0,172.0,60.0,16.0,7.0,8.0,30.0,103.0,139.0,104.0,9.0,20.0,7.0,12.0,24.0,4.0,1.0,17.0,2.0,5.0,16.0,32.0
